Manga ID,Manga URL,English Title,Synonims Titles,Japanese Title,Type,Volumes,Chapters,Status,Published,Published Dates,Genres,Author,Serialization,Score,Ranked,Popularity,Members,Favorites,Score Voted By
317,https://myanimelist.net/manga/15805/Tasogare_Otome_x_Amnesia,Unknown,"Koukin Otome x Amnesia, Dusk Maiden of Amnesia",黄昏乙女×アムネジア,Manga,10,54,Finished,"Apr  22, 2008 to Sep  21, 2013","{'from': '2008-04-22', 'to': '2013-09-21'}","['Mystery', 'Horror', 'Romance', 'School', 'Shounen', 'Supernatural']",['Maybe (Story & Art)'],Gangan Joker,8.25,316,259,33867,1428,14102
318,https://myanimelist.net/manga/936/Homunculus,Unknown,Unknown,ホムンクルス,Manga,15,166,Finished,"Mar  17, 2003 to Feb  21, 2011","{'from': '2003-03-17', 'to': '2011-02-21'}","['Mystery', 'Drama', 'Horror', 'Supernatural', 'Psychological', 'Seinen']","['Yamamoto, Hideo (Story & Art)']",Big Comic Spirits,8.24,320,179,43895,2503,16468
319,https://myanimelist.net/manga/2924/Historie,Unknown,Unknown,ヒストリエ HISTORIĒ,Manga,Unknown,Unknown,Publishing,"Jan  25, 2003 to ?","{'from': '2003-01-25', 'to': 'Unknown'}","['Action', 'Adventure', 'Drama', 'Historical', 'Seinen']","['Iwaaki, Hitoshi (Story & Art)']",Afternoon,8.24,321,708,14457,360,4088
320,https://myanimelist.net/manga/13702/Tonari_no_Kaibutsu-kun,My Little Monster,"Tonari no Kaibutsukun, The Monster Next Door, My Neighbor Monster-kun",となりの怪物くん,Manga,13,55,Finished,"Aug  23, 2008 to Nov  22, 2013","{'from': '2008-08-23', 'to': '2013-11-22'}","['Comedy', 'Romance', 'School', 'Shoujo']",['Robico (Story & Art)'],Dessert,8.24,322,77,74628,3090,33178
321,https://myanimelist.net/manga/92299/Berserk__Shinen_no_Kami_2,Unknown,"God of the Abyss (2), Armour To The Heart",ベルセルク 深淵の神②,One-shot,Unknown,1,Finished,"Jul 12, 1996",{'from': '1996-07-12'},['Seinen'],"['Miura, Kentarou (Story & Art)']",Young Animal,8.24,324,1663,6821,50,3299
322,https://myanimelist.net/manga/103989/Kaichou_wa_Maid-sama__Marriage,Unknown,Yukiochimura ni Ojousama!,会長はメイド様！マリアージュ,Manga,1,7,Finished,"Nov  8, 2013 to Apr  24, 2018","{'from': '2013-11-08', 'to': '2018-04-24'}","['Comedy', 'Romance', 'School', 'Shoujo']","['Fujiwara, Hiro (Story & Art)']",LaLa DX,8.24,325,2219,5248,99,1971
323,https://myanimelist.net/manga/67401/Fukigen_na_Mononokean,The Morose Mononokean,Unknown,不機嫌なモノノケ庵,Manga,Unknown,Unknown,Publishing,"Sep  12, 2013 to ?","{'from': '2013-09-12', 'to': 'Unknown'}","['Comedy', 'Supernatural']","['Wazawa, Kiri (Story & Art)']",Gangan Online,8.24,323,1372,8211,401,2312
324,https://myanimelist.net/manga/24294/Ao_Haru_Ride,Ao Haru Ride,"Blue Spring Ride, Aoharaido, Strobe Edge, Sono Omokage wo Shitteru",アオハライド AO―HARU―RIDE,Manga,13,53,Finished,"Jan  13, 2011 to Feb  13, 2015","{'from': '2011-01-13', 'to': '2015-02-13'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice', 'Slice']","['Sakisaka, Io (Story & Art)']",Bessatsu Margaret,8.24,319,36,111675,6198,57297
325,https://myanimelist.net/manga/20242/Binbougami_ga,Unknown,"Binboukami ga!, Binbou Kami ga!, The God of Poverty Is!, Kaette Kudasai.",貧乏神が！,Manga,16,81,Finished,"Jun  4, 2008 to Jul  4, 2013","{'from': '2008-06-04', 'to': '2013-07-04'}","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']","['Sukeno, Yoshiaki (Story & Art)']",Jump SQ.,8.23,335,673,15072,555,5823
326,https://myanimelist.net/manga/21784/Dai_Densetsu_no_Yuusha_no_Densetsu,Unknown,"The Great Legend of the Legendary Heroes, DaiDenYuuDen",大伝説の勇者の伝説,Novel,Unknown,Unknown,Publishing,"Oct  25, 2007 to ?","{'from': '2007-10-25', 'to': 'Unknown'}","['Action', 'Adventure', 'Fantasy', 'Magic']","['Kagami, Takaya (Story)', ' Toyota, Saori (Art)']",None,8.23,336,4902,2309,58,393
327,https://myanimelist.net/manga/26178/Donten_ni_Warau,Unknown,"Cloudy Laugh, Utakata ni Warau",曇天に笑う,Manga,6,29,Finished,"Oct  15, 2010 to May  15, 2013","{'from': '2010-10-15', 'to': '2013-05-15'}","['Action', 'Historical', 'Shoujo', 'Supernatural']","['Karakara, Kemuri (Story & Art)']",Comic Avarus,8.23,337,570,17378,651,5753
328,https://myanimelist.net/manga/33297/Ao_Haru_Ride,Unknown,"Aoharaido, Blue Spring Ride",アオハライド,Novel,6,20,Finished,"Dec  27, 2011 to Jun  2, 2015","{'from': '2011-12-27', 'to': '2015-06-02'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice', 'Slice']","['Sakisaka, Io (Art)', ' Abe, Akiko (Story)']",None,8.23,338,582,17078,2717,7288
329,https://myanimelist.net/manga/37755/Saiki_Kusuo_no_%CE%A8-nan,Unknown,"The Disaster of PSI Kusuo Saiki, Chounouryokusha Saiki Kusuo no Sainan, Omaenchi, Obake Yashiki, Gekidan! Improvisation, Terrace House Dust, Seishounen Yuugai Kankyou Kiseihou",斉木楠雄のΨ難,Manga,26,290,Finished,"May  14, 2012 to Jul  26, 2018","{'from': '2012-05-14', 'to': '2018-07-26'}","['Comedy', 'Shounen', 'Supernatural']","['Asou, Shuuichi (Story & Art)']",Shounen Jump (Weekly),8.23,340,633,15821,553,5066
330,https://myanimelist.net/manga/445/Shonan_Junai_Gumi,GTO: The Early Years,"Shounan Junai Gumi, Shonan Pure Love Gang",湘南純愛組！,Manga,31,267,Finished,"Sep  26, 1990 to Sep  18, 1996","{'from': '1990-09-26', 'to': '1996-09-18'}","['Action', 'Comedy', 'Drama', 'Romance', 'School', 'Shounen']","['Fujisawa, Tohru (Story & Art)']",Shounen Magazine (Weekly),8.23,326,875,12127,474,4224
331,https://myanimelist.net/manga/1101/Akumetsu,Unknown,Unknown,アクメツ,Manga,18,162,Finished,"Oct 2002 to Apr  6, 2006","{'from': '2002-10-00', 'to': '2006-04-06'}","['Action', 'Drama', 'Shounen', 'Police', 'Psychological', 'Thriller']","['Tabata, Yoshiaki (Story)', ' Yugo, Yuuki (Art)']",Shounen Champion,8.23,327,234,35996,1506,14982
332,https://myanimelist.net/manga/1110/Shiawase_Kissa_3-choume,Happy Cafe,"Shiawase Kissa Sanchoume, Suitei Seinen Shoujo, Hana to Ageha, Natsu, Number One DX, Sora no Namae",幸福喫茶3丁目,Manga,15,88,Finished,"Dec  4, 2004 to Aug  20, 2009","{'from': '2004-12-04', 'to': '2009-08-20'}","['Comedy', 'Romance', 'Shoujo', 'Slice', 'Slice']","['Matsuzuki, Kou (Story & Art)']",Hana to Yume,8.23,328,637,15779,487,6850
333,https://myanimelist.net/manga/1257/Higurashi_no_Naku_Koro_ni__Onikakushi-hen,Higurashi WHEN THEY CRY: Abducted by Demons Arc,"Higurashi no Naku Koro ni Onikakushihen, The Moment the Cicadas Cry Demoning Away Chapter",ひぐらしのなく頃に 鬼隠し編,Manga,2,7,Finished,"Mar  24, 2005 to Mar  24, 2006","{'from': '2005-03-24', 'to': '2006-03-24'}","['Mystery', 'Drama', 'Horror', 'Psychological']","['Suzuragi, Karin (Art)', ' Ryukishi07 (Story)']",Gangan Powered,8.23,329,568,17460,487,8673
334,https://myanimelist.net/manga/3571/Ten__Tenhou-doori_no_Kaidanji,Unknown,Unknown,天 天和通りの快男児,Manga,18,164,Finished,Aug 1989 to Apr 2002,"{'from': '1989-08-00', 'to': '2002-04-00'}","['Drama', 'Game']","['Fukumoto, Nobuyuki (Story & Art)']",Kindai Mahjong Gold,8.23,330,3639,3198,170,992
335,https://myanimelist.net/manga/8557/Kimi_to_Boku,Unknown,You and I,君と僕。,Manga,Unknown,Unknown,Publishing,Feb 2003 to ?,"{'from': '2003-02-00', 'to': 'Unknown'}","['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice', 'Slice']","['Hotta, Kiichi (Story & Art)']",GFantasy,8.23,331,1416,8006,222,1541
336,https://myanimelist.net/manga/16144/Umineko_no_Naku_Koro_ni_-_Episode_4__Alliance_of_the_Golden_Witch,Umineko WHEN THEY CRY Episode 4: Alliance of the Golden Witch,When Seagulls Cry Episode 4: Alliance of the Golden Witch,うみねこのなく頃に - Episode 4: Alliance of the Golden Witch,Manga,6,29,Finished,"Oct  1, 2009 to Feb  2, 2012","{'from': '2009-10-01', 'to': '2012-02-02'}","['Demons', 'Mystery', 'Drama', 'Horror', 'Magic', 'Psychological']","['Ryukishi07 (Story)', ' Souichirou (Art)']",Gangan Online,8.23,332,1615,6987,106,3144
337,https://myanimelist.net/manga/110485/Shuumatsu_no_Walk%C3%BCre,Unknown,"Shuumatsu no Valkyrie, Valkyrie of the End, Record of Ragnarok",終末のワルキューレ,Manga,Unknown,Unknown,Publishing,"Nov  25, 2017 to ?","{'from': '2017-11-25', 'to': 'Unknown'}","['Action', 'Drama', 'Super', 'Super', 'Supernatural', 'Seinen']","['Fukui, Takumi (Story)', ' Umemura, Shinya (Story)', ' Ajichika (Art)']",Comic Zenon,8.23,333,560,17589,722,5686
338,https://myanimelist.net/manga/112370/Spirit_Fingers,Unknown,Unknown,스피릿 핑거스,Manhwa,Unknown,Unknown,Publishing,"May  16, 2015 to ?","{'from': '2015-05-16', 'to': 'Unknown'}","['Comedy', 'Romance', 'Slice', 'Slice']","['Han, Kyoung-chal (Story & Art)']",Naver Webtoon,8.23,334,7589,1381,63,432
339,https://myanimelist.net/manga/112694/Fushigi_Neko_no_Kyuu-chan,Unknown,Wonder Cat Kyuu-chan,ふしぎねこのきゅーちゃん,Manga,Unknown,Unknown,Publishing,"Jan  30, 2018 to ?","{'from': '2018-01-30', 'to': 'Unknown'}","['Comedy', 'Slice', 'Slice']","['Nitori, Sasami (Story & Art)']",twi4,8.22,344,4076,2856,140,984
340,https://myanimelist.net/manga/36131/Fate_kaleid_liner_Prisma%E2%98%86Illya_3rei,Unknown,Fate/kaleid liner Prisma Illya drei!,Fate/kaleid liner プリズマ☆イリヤ ドライ!!,Manga,Unknown,Unknown,Publishing,"May  26, 2012 to ?","{'from': '2012-05-26', 'to': 'Unknown'}","['Action', 'Comedy', 'Fantasy', 'Magic']","['Hiroyama, Hiroshi (Story & Art)']",Comp Ace,8.23,339,1668,6802,324,2333
341,https://myanimelist.net/manga/37705/Cheese_in_the_Trap_Season_1,Cheese in the Trap Season 1,Unknown,치즈인더트랩 시즌1,Manhwa,6,27,Finished,"Jul  7, 2010 to May  26, 2011","{'from': '2010-07-07', 'to': '2011-05-26'}","['Comedy', 'Mystery', 'Romance', 'School', 'Slice', 'Slice']",['Soonkki (Story & Art)'],Naver Webtoon,8.22,341,607,16431,649,5792
342,https://myanimelist.net/manga/41865/Hajishirazu_no_Purple_Haze__JoJo_no_Kimyou_na_Bouken_yori,Unknown,"Shameless Purple Haze: From JoJo's Bizarre Adventure, Purple Haze Feedback",恥知らずのパープルヘイズ －ジョジョの奇妙な冒険より－,Novel,1,8,Finished,"Sep 16, 2011",{'from': '2011-09-16'},"['Action', 'Adventure', 'Shounen', 'Super', 'Super']","['Araki, Hirohiko (Art)', ' Kadono, Kouhei (Story)']",None,8.22,342,1667,6804,261,2419
343,https://myanimelist.net/manga/46010/xxxHOLiC__Rei,xxxHOLiC Rei,xxxHOLiC: Return,xxxHOLiC・戻,Manga,Unknown,Unknown,Publishing,"Mar  4, 2013 to ?","{'from': '2013-03-04', 'to': 'Unknown'}","['Mystery', 'Drama', 'Supernatural', 'Seinen']",['CLAMP (Story & Art)'],Young Magazine (Weekly),8.22,343,1182,9436,120,2593
344,https://myanimelist.net/manga/95211/Orange,Unknown,Unknown,orange,Novel,3,22,Finished,"Jul  18, 2015 to Mar  18, 2016","{'from': '2015-07-18', 'to': '2016-03-18'}","['Drama', 'Romance', 'School', 'Sci', 'Sci']","['Takano, Ichigo (Story & Art)', ' Tokiumi, Yui (Story)']",None,8.22,345,2028,5751,265,2338
345,https://myanimelist.net/manga/103897/Dr_Stone,Dr. Stone,Unknown,Dr.STONE,Manga,Unknown,Unknown,Publishing,"Mar  6, 2017 to ?","{'from': '2017-03-06', 'to': 'Unknown'}","['Adventure', 'Sci', 'Sci', 'Shounen']","['Inagaki, Riichiro (Story)', ' Boichi (Art)']",Shounen Jump (Weekly),8.22,346,68,80032,4614,33004
346,https://myanimelist.net/manga/729/Emma,Emma,"Emma Bangaihen, Emma Bangai-hen, Emma Further Tales, Victorian Romance Emma",エマ,Manga,10,72,Finished,"Dec  12, 2001 to Feb  12, 2008","{'from': '2001-12-12', 'to': '2008-02-12'}","['Historical', 'Romance', 'Slice', 'Slice', 'Seinen']","['Mori, Kaoru (Story & Art)']",Comic Beam,8.22,347,528,18603,692,7669
347,https://myanimelist.net/manga/1076/Vagrant_Soldier_Ares,Unknown,Ares: Drifter Mercenaries,떠돌이 용병 아레스,Manhwa,26,207,Finished,2001 to 2007,"{'from': '2001-00-00', 'to': '2007-00-00'}","['Action', 'Adventure', 'Drama']","['Ryu, Geum Chel (Story & Art)']",None,8.22,348,836,12565,483,5322
348,https://myanimelist.net/manga/8070/Sengoku_Youko,Unknown,Warring States Youko,戦国妖狐,Manga,17,100,Finished,"Dec  28, 2007 to May  20, 2016","{'from': '2007-12-28', 'to': '2016-05-20'}","['Action', 'Adventure', 'Demons', 'Drama', 'Shounen']","['Mizukami, Satoshi (Story & Art)']",Blade Online,8.22,349,989,11015,255,3443
349,https://myanimelist.net/manga/10978/Major,Unknown,Unknown,MAJOR,Manga,78,747,Finished,"Jul  13, 1994 to Jul  7, 2010","{'from': '1994-07-13', 'to': '2010-07-07'}","['Comedy', 'Drama', 'Shounen', 'Sports']","['Mitsuda, Takuya (Story & Art)']",Shounen Sunday,8.22,350,2974,3919,117,1186
350,https://myanimelist.net/manga/11652/Kuroko_no_Basket,Kuroko's Basketball,"Kuroko no Basuke, The Basketball Which Kuroko Plays",黒子のバスケ,Manga,30,276,Finished,"Dec  8, 2008 to Sep  1, 2014","{'from': '2008-12-08', 'to': '2014-09-01'}","['Comedy', 'School', 'Shounen', 'Sports']","['Fujimaki, Tadatoshi (Story & Art)']",Shounen Jump (Weekly),8.22,351,119,59914,4202,31987
351,https://myanimelist.net/manga/17/Kareshi_Kanojo_no_Jijou,Kare Kano: His and Her Circumstances,"His and Hers, The Tiger and the Chameleon: A Promise for One Week, Ashita Mata Mori de Aou ne, Meet Me Again Tomorrow in the Forest, KKNJ, Abareru Ousama, The Raging King",彼氏彼女の事情,Manga,21,108,Finished,"Dec  22, 1995 to May  10, 2005","{'from': '1995-12-22', 'to': '2005-05-10'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo']","['Tsuda, Masami (Story & Art)']",LaLa,8.21,352,317,28841,1562,12029
352,https://myanimelist.net/manga/53/Yuu%E2%98%86Yuu%E2%98%86Hakusho,Yu Yu Hakusho,"Yuu Yuu Hakusho, YuYu Hakusho, Two Shots",幽☆遊☆白書,Manga,19,176,Finished,"Nov  20, 1990 to Jul  12, 1994","{'from': '1990-11-20', 'to': '1994-07-12'}","['Action', 'Comedy', 'Drama', 'Shounen', 'Supernatural']","['Togashi, Yoshihiro (Story & Art)']",Shounen Jump (Weekly),8.21,353,187,42018,2289,20951
353,https://myanimelist.net/manga/92/Bishoujo_Senshi_Sailor_Moon,Sailor Moon,"Pretty Soldier Sailor Moon, Pretty Guardian Sailor Moon",美少女戦士セーラームーン,Manga,18,61,Finished,"Dec  28, 1991 to Feb  3, 1997","{'from': '1991-12-28', 'to': '1997-02-03'}","['Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","['Takeuchi, Naoko (Story & Art)']",Nakayoshi,8.21,354,237,35892,3905,17251
354,https://myanimelist.net/manga/635/God_Child,Godchild,"Nichiyoubi no Solomon Grundy, Hakushaku Cain Series",ゴッド チャイルド,Manga,8,48,Finished,"May  2, 2001 to Oct  4, 2003","{'from': '2001-05-02', 'to': '2003-10-04'}","['Mystery', 'Historical', 'Horror', 'Shoujo', 'Shounen', 'Shounen', 'Supernatural']","['Yuki, Kaori (Story & Art)']",Hana to Yume,8.21,355,669,15146,1009,6178
355,https://myanimelist.net/manga/705/Shingetsutan_Tsukihime,Lunar Legend Tsukihime,"True Lunar Chronicle Tsukihime, Lunar Legend Chronicles",真月譚 月姫,Manga,10,74,Finished,"Aug  21, 2003 to Jul  27, 2010","{'from': '2003-08-21', 'to': '2010-07-27'}","['Action', 'Horror', 'Romance', 'Vampire', 'Supernatural']","['Type-Moon (Story)', ' Nasu, Kinoko (Story)', ' Sasaki, Shonen (Story & Art)']",Dengeki Daioh,8.21,356,370,25518,1286,11287
356,https://myanimelist.net/manga/3008/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,Unknown,"Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo, JoJo's Bizarre Adventure Part 5: Golden Wind, Vento Aureo, Dai 5 Bu Giorno Giovana: Ougon naru Isan",ジョジョの奇妙な冒険 黄金の風,Manga,17,155,Finished,"Nov  28, 1995 to Mar  23, 1999","{'from': '1995-11-28', 'to': '1999-03-23'}","['Action', 'Adventure', 'Shounen']","['Araki, Hirohiko (Story & Art)']",Shounen Jump (Weekly),8.21,357,93,68901,5257,44172
357,https://myanimelist.net/manga/7010/NG_Life,NG Life,"No Good Life, NG Raifu",NGライフ; エヌジーライフ,Manga,9,54,Finished,"Feb  1, 2006 to Mar  5, 2009","{'from': '2006-02-01', 'to': '2009-03-05'}","['Comedy', 'Drama', 'Historical', 'Romance', 'Shoujo', 'Supernatural']","['Kusanagi, Mizuho (Story & Art)']",Hana to Yume,8.21,358,1212,9201,299,3353
358,https://myanimelist.net/manga/7749/Oresama_Teacher,Oresama Teacher,Ore-sama Teacher,俺様ティーチャー,Manga,29,Unknown,Finished,"Jul  5, 2007 to Feb  5, 2020","{'from': '2007-07-05', 'to': '2020-02-05'}","['Comedy', 'School', 'Shoujo']","['Tsubaki, Izumi (Story & Art)']",Hana to Yume,8.21,359,283,31731,1376,9734
359,https://myanimelist.net/manga/8652/Zankoku_na_Kami_ga_Shihai_suru,Unknown,"A Cruel God Reigns, A Cruel God Rules in Heaven, A Savage God Reigns, After Us, the Savage God, Zankoku na Kami ga Shihaisuru",残酷な神が支配する,Manga,17,55,Finished,"May  26, 1992 to May  26, 2001","{'from': '1992-05-26', 'to': '2001-05-26'}","['Drama', 'Shoujo', 'Shounen', 'Shounen', 'Psychological']","['Hagio, Moto (Story & Art)']",Petit Flower,8.21,360,2221,5245,254,1670
360,https://myanimelist.net/manga/10884/Diamond_no_Ace,Ace of the Diamond,"Daiya no Ace, Ace of Diamond",ダイヤのA〈エース〉,Manga,47,418,Finished,"May  17, 2006 to Jul  15, 2015","{'from': '2006-05-17', 'to': '2015-07-15'}","['Comedy', 'School', 'Shounen', 'Sports']","['Terajima, Yuuji (Story & Art)']",Shounen Magazine (Weekly),8.21,361,719,14215,758,6131
361,https://myanimelist.net/manga/18251/The_Legend_of_the_Sun_Knight,Unknown,Wuming Qishi,吾命騎士,Novel,8,98,Finished,"Jul  9, 2007 to Nov  8, 2011","{'from': '2007-07-09', 'to': '2011-11-08'}","['Fantasy', 'Supernatural']","['Yu, Wo (Story)', ' Ya Sha (Art)']",None,8.21,367,4443,2594,92,726
362,https://myanimelist.net/manga/18570/Ultra_Heaven,Unknown,Unknown,ウルトラヘヴン,Manga,Unknown,Unknown,Publishing,"Jun  12, 2001 to ?","{'from': '2001-06-12', 'to': 'Unknown'}","['Drama', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Koike, Keiichi (Story & Art)']",Comic Beam,8.21,368,1938,6004,194,1081
363,https://myanimelist.net/manga/26769/Bokura_wa_Minna_Kawai-sou,The Kawai Complex Guide to Manors and Hostel,Unknown,僕らはみんな河合荘,Manga,11,93,Finished,"Apr  30, 2010 to May  30, 2018","{'from': '2010-04-30', 'to': '2018-05-30'}","['Comedy', 'Romance', 'School', 'Slice', 'Slice', 'Seinen']","['Miyahara, Ruri (Story & Art)']",Young King OURs,8.21,369,341,27280,1127,10352
364,https://myanimelist.net/manga/27029/Ouran_Koukou_Host_Club_University_Special,Unknown,Ouran High School Host Club Special,桜蘭高校ホスト部,Manga,Unknown,2,Finished,"Jul  23, 2011 to Aug  24, 2011","{'from': '2011-07-23', 'to': '2011-08-24'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Harem', 'Gender', 'Gender']","['Hatori, Bisco (Story & Art)']",LaLa,8.21,370,1957,5954,37,2153
365,https://myanimelist.net/manga/49835/Gochuumon_wa_Usagi_desu_ka,Is the order a rabbit?,GochiUsa,ご注文はうさぎですか？,Manga,Unknown,Unknown,Publishing,"Jan  19, 2011 to ?","{'from': '2011-01-19', 'to': 'Unknown'}","['Comedy', 'Slice', 'Slice']",['Koi (Story & Art)'],Manga Time Kirara MAX,8.21,371,3134,3721,200,663
366,https://myanimelist.net/manga/112589/Tonikaku_Kawaii,Unknown,"Generally Cute, Fly Me to The Moon",トニカクカワイイ,Manga,Unknown,Unknown,Publishing,"Feb  14, 2018 to ?","{'from': '2018-02-14', 'to': 'Unknown'}","['Comedy', 'Romance', 'Shounen']","['Hata, Kenjirou (Story & Art)']",Shounen Sunday,8.21,372,398,23157,1099,7535
367,https://myanimelist.net/manga/93097/Monogatari_Series__Off_Season,Unknown,"Orokamonogatari, Wazamonogatari, Nademonogatari, Musubimonogatari",〈物語〉シリーズ オフシーズン,Novel,4,12,Finished,"Oct  5, 2015 to Jan  11, 2017","{'from': '2015-10-05', 'to': '2017-01-11'}","['Comedy', 'Mystery', 'Drama', 'Vampire', 'Supernatural']","['NISIO, ISIN (Story)', ' VOFAN (Art)']",None,8.21,362,4904,2308,47,409
368,https://myanimelist.net/manga/93972/Totsukuni_no_Shoujo,"The Girl From the Other Side: Siúil, a Rún",Foreign Girl,とつくにの少女,Manga,Unknown,Unknown,Publishing,"Sep  5, 2015 to ?","{'from': '2015-09-05', 'to': 'Unknown'}","['Shounen', 'Supernatural']",['Nagabe (Story & Art)'],Comic Garden,8.21,363,395,23407,906,4800
369,https://myanimelist.net/manga/95243/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_Ex,Re:ZERO -Starting Life in Another World- Ex,Re: Life in a different world from zero Ex,Re:ゼロから始める異世界生活Ex,Novel,Unknown,Unknown,Publishing,"Jun  25, 2015 to ?","{'from': '2015-06-25', 'to': 'Unknown'}",['Fantasy'],"['Nagatsuki, Tappei (Story)', ' Ootsuka, Shinichirou (Art)']",None,8.21,364,3730,3119,63,463
370,https://myanimelist.net/manga/101396/Sasaki_to_Miyano,Sasaki and Miyano,Unknown,佐々木と宮野,Manga,Unknown,Unknown,Publishing,"Feb  26, 2016 to ?","{'from': '2016-02-26', 'to': 'Unknown'}","['School', 'Shounen', 'Shounen', 'Slice', 'Slice']","['Harusono, Shou (Story & Art)']",Gene pixiv,8.21,365,2560,4577,247,1424
371,https://myanimelist.net/manga/108495/NieR_Automata,Unknown,Unknown,小説 NieR：Automata,Novel,2,20,Finished,"Aug  5, 2017 to Oct  24, 2017","{'from': '2017-08-05', 'to': '2017-10-24'}","['Action', 'Fantasy', 'Sci', 'Sci']","['Eishima, Jun (Story)']",None,8.21,366,2329,5004,126,685
372,https://myanimelist.net/manga/103237/Wind_Breaker,Wind Breaker,Unknown,윈드 브레이커,Manhwa,Unknown,Unknown,Publishing,"Dec  15, 2013 to ?","{'from': '2013-12-15', 'to': 'Unknown'}","['Action', 'Drama', 'Sports']","['Jo, Yongseok (Story & Art)']",Naver Webtoon,8.2,381,2527,4649,191,1660
